CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPrelevement;CoordXPrel;CoordYPrel;ProjectPrel;LibelléProjection;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DatePrel;HeurePrel;DateFinPrel;HeureFinPrel;CdZoneVerticaleProspectee;MnémoZoneVerticaleProspectée;ProfondeurPrel;CdDifficultePrel;MnemoDifficultePrel;CdAccredPrel;MnemoAccredPrel;AgrePrel;CdFinalitePrel;LbFinalitePrel;CommentairesPrel;CdRdd;NomRdd;CdProducteurPrelevement;NomProducteurPrelevement;CdPreleveur;NomPreleveur
"08105101";"Amont bourg Basse-Pointe";"08105101-003-3-20201124-093300-28972005400013";702424;1644495;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";;;2020-11-24;09:33:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"08105101-006-6-20090429-114500-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"6";"Sédiments";;;2009-04-29;11:45:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08105101";"Amont bourg Basse-Pointe";"08105101-006-6-20100429-094500-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"6";"Sédiments";;;2010-04-29;09:45:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08105101";"Amont bourg Basse-Pointe";"08105101-006-6-20130326-114500-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"6";"Sédiments";;;2013-03-26;11:45:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"08105101-006-6-20140325-103000-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"6";"Sédiments";;;2014-03-25;10:30:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20191128-230259565";702424;1644495;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";;;2020-05-26;08:27:00;;;;;;"0";"Difficultés inconnues";"2";"NON ACCREDITE";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20191129-173223056";702424;1644495;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";;;2020-07-21;10:00:00;;;;;;"0";"Difficultés inconnues";"2";"NON ACCREDITE";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20191129-181321309";702424;1644495;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";;;2020-12-15;09:27:00;;;;;;"0";"Difficultés inconnues";"2";"NON ACCREDITE";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20191129-190340912";702424;1644495;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";;;2020-01-20;10:50:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20191129-191221501";702424;1644495;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";;;2020-08-04;10:00:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20201215-150812186";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2021-03-30;09:21:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20210326-164321744";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2021-05-18;10:14:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20210326-170433307";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2021-07-20;09:48:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20210326-170939815";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2021-08-24;09:48:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20210326-171408504";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2021-09-21;09:48:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20210326-171829964";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2021-10-19;09:46:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20210326-172617750";702424;1644495;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2021-12-21;09:52:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211207-163355309";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2022-01-18;10:00:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211207-163834999";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2022-02-22;09:41:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211207-164538347";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2022-03-15;10:01:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211213-201248899";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2022-07-19;10:03:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211213-201707625";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2022-04-26;10:12:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211213-201922935";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2022-05-17;09:50:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211213-202124039";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2022-06-21;09:53:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211213-203427799";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2022-08-23;10:10:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211213-203846972";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2022-09-20;10:27:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211213-203947813";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2022-10-18;10:02:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211213-204051783";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2022-11-22;10:00:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20211213-204245429";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2022-12-20;09:59:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20230104-130617049";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2023-01-24;09:46:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20230104-131848208";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2023-02-14;09:54:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20230104-132057142";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2023-03-14;09:52:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20230104-132200457";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2023-04-18;09:46:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20230104-132254222";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2023-05-09;10:05:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20230104-132433042";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2023-06-20;10:16:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20230104-132520833";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2023-07-18;09:31:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20230104-132939004";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"3";"Méthode spécifique";2023-08-29;09:50:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08105101";"Amont bourg Basse-Pointe";"28972005400013-20230104-134701957";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2023-09-26;10:18:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;"0800000002";"Réseau patrimonial de mesure de la qualité des cours d'eaux de Martinique";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)"
"08107101";"Pocquet RN1";"08107101-001-3-20080227-0916-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2008-02-27;09:16:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20080331-1156-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2008-03-31;11:56:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20080506-1050-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2008-05-06;10:15:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20080527-1140-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2008-05-27;11:41:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20080624-1154-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2008-06-24;11:54:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20080729-1050-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2008-07-29;10:50:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20080827-1054-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2008-08-27;10:54:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"0";"Interlocuteur inconnu"
"08107101";"Pocquet RN1";"08107101-001-3-20080924-1157-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2008-09-24;11:57:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20081028-1250-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2008-10-28;13:30:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20081124-1202-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2008-11-24;12:02:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20081216-1125-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2008-12-16;11:25:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20090323-1300-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2009-03-23;13:00:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20090429-1125-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2009-04-29;11:25:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20090602-1200-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2009-06-02;12:00:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20090622-1330-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2009-06-22;13:30:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20090729-1255-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2009-07-29;12:56:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20090826-1330-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2009-08-26;13:30:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
"08107101";"Pocquet RN1";"08107101-001-3-20090929-0900-28972005400013";;;"39";"RRAF 91 (WGS84) / UTM 20";"3";"Eau";"0";"Méthode inconnue";2009-09-29;09:00:00;;;;;;"0";"Difficultés inconnues";"0";"INCONNU";"0";"0";"Finalité inconnue";;;;"28972005400013";"OFFICE DE L'EAU MARTINIQUE (ODE)";"22972001600927";"DEPARTEMENT DE LA MARTINIQUE - LABORATOIRE DEPARTEMENTAL D'ANALYSES"
